TradeDate,OrigTime,BidPx1,BidPx2,BidPx3,BidPx4,BidPx5,BidSize1,BidSize2,BidSize3,BidSize4,BidSize5,DownLimitPx,HighPx,LastPx,LowPx,OFI1,OFI2,OFI3,OFI4,OFI5,OfferPx1,OfferPx2,OfferPx3,OfferPx4,OfferPx5,OfferSize1,OfferSize2,OfferSize3,OfferSize4,OfferSize5,OpenPx,PreClosePx,PxChange1,PxChange2,TotalValueTrade,TotalVolumeTrade,UpLimitPx,aOF1,aOF2,aOF3,aOF4,aOF5,abs_diff,abs_diff_v,amount,ask_spread,bOF1,bOF2,bOF3,bOF4,bOF5,bid_ask_spread,bid_spread,close,df_max,df_min,energy,energy_v,f_max,f_min,high,iqr_p,iqr_p_v,log_return,low,mid,minute,open,price_spread,price_spread2,tendency,ticker,total_ask_qty,total_bid_qty,total_qty_diff,total_volume,volatility,volatility_QMLE,volume,volume_imbalance,vwap,wap1,weighted_ask_prc,weighted_bid_prc
20230901.0,2.023090109305708e+16,2.604,2.603,2.602,2.601,2.6,35600.0,3781500.0,2994300.0,509100.0,986600.0,2.331,2.608,2.604,2.6,-350100.0,-6587300.0,-7137700.0,-2849700.0,-2612700.0,2.605,2.606,2.607,2.608,2.609,314500.0,2805800.0,4143400.0,2340600.0,1626100.0,2.601,2.59,0.0140000000000002,0.0,61145814.0,23486300.0,2.849,314500.0,2805800.0,4143400.0,2340600.0,1626100.0,0.0012272727272724,3888750.0,61145814.0,-0.0009999999999998,-35600.0,-3781500.0,-2994300.0,-509100.0,-986600.0,0.0019999999999997,0.0009999999999998,2.604,7.0,6.0,6.784843409090908,7536417205540000.0,14.0,8.0,2.607,0.0019999999999997,7425175.0,0.0011753446854187,2.601,2.6045,931.0,2.601,0.0003839508542906,0.0011518525628718,1232816.1030919866,510050.0,11230400.0,8307100.0,2923300.0,19537500.0,0.4023180193202918,0.2991151206315149,23486300.0,2923300.0,2.6034672979566813,2.6041016852327905,2.607192157002422,2.6021649673171146
20230901.0,2.023090109315705e+16,2.61,2.609,2.608,2.607,2.606,1001800.0,3183600.0,4475900.0,3407000.0,504000.0,2.331,2.61,2.61,2.6,2749200.0,5930900.0,7524900.0,4636000.0,2029600.0,2.611,2.612,2.613,2.614,2.615,1747400.0,2747300.0,3049000.0,1229000.0,1525600.0,2.601,2.59,0.02,0.0059999999999997,107418071.0,41228600.0,2.849,-1747400.0,-2747300.0,-3049000.0,-1229000.0,-1525600.0,0.0004999999999999,3685600.0,46272257.0,-0.0009999999999998,1001800.0,3183600.0,4475900.0,3407000.0,504000.0,0.0019999999999997,0.0009999999999998,2.61,5.0,0.0,6.801404550000001,2.285641253073e+16,15.0,5.0,2.61,0.0004999999999997,6470125.0,0.0024020540531907,2.605,2.6105,932.0,2.605,0.0003830683777055,0.0011492051331163,6262955.681894712,510050.0,10298300.0,12572300.0,-2274000.0,22870600.0,0.33058345609847,0.2992834894989385,17742300.0,2274000.0,2.6080190843351763,2.6103643969154664,2.6128094928289136,2.608061420742426
20230901.0,2.0230901093257064e+16,2.608,2.607,2.606,2.605,2.604,939378.0,2442500.0,3714700.0,2439100.0,672100.0,2.331,2.611,2.608,2.6,-2431278.0,-7110425.0,-6930100.0,-4380400.0,-2054300.0,2.609,2.61,2.611,2.612,2.613,1491900.0,4667925.0,3215400.0,1941300.0,1382200.0,2.601,2.59,0.0180000000000002,-0.0019999999999997,132744493.0,50936722.0,2.849,1491900.0,4667925.0,3215400.0,1941300.0,1382200.0,0.0006999999999992,3036628.799999997,25326422.0,-0.0009999999999998,-939378.0,-2442500.0,-3714700.0,-2439100.0,-672100.0,0.0019999999999997,0.0009999999999998,2.608,4.0,7.0,6.805316900000001,4.310033921567547e+16,8.0,12.0,2.611,0.0012499999999997,5903172.0,-0.0007580453607377,2.607,2.6085000000000003,933.0,2.611,0.0003833620854897,0.0011500862564691,-4978231.453004755,510050.0,12698725.0,10207778.0,2490947.0,22906503.0,0.2899717337140404,0.2712958698088959,9708122.0,2490947.0,2.6087869517915,2.6083863721055347,2.610768006236847,2.606052700597525
20230901.0,2.023090109335705e+16,2.611,2.61,2.609,2.608,2.607,37200.0,1841000.0,3856800.0,4156600.0,473800.0,2.331,2.612,2.611,2.6,4884300.0,5220800.0,5419600.0,6875200.0,2105600.0,2.612,2.613,2.614,2.615,2.616,4847100.0,3379800.0,1562800.0,2718600.0,1631800.0,2.601,2.59,0.0210000000000003,0.0030000000000001,161637720.0,62006947.0,2.849,-4847100.0,-3379800.0,-1562800.0,-2718600.0,-1631800.0,0.0010000000000001,2654710.0,28893227.0,-0.0009999999999998,37200.0,1841000.0,3856800.0,4156600.0,473800.0,0.0020000000000002,0.0010000000000003,2.611,4.0,1.0,6.811840049999999,6.508046525750497e+16,13.0,7.0,2.611,0.0020000000000002,4896900.0,0.0010044247897292,2.608,2.6115000000000004,934.0,2.608,0.0003829216925138,0.0011487650775416,6473238.91194313,510050.0,14140100.0,10365400.0,3774700.0,24505500.0,0.2616635614442137,0.2503918711488427,11070225.0,3774700.0,2.6099945574728607,2.6110076162397893,2.613498461821345,2.6086923611245103
20230901.0,2.023090109345711e+16,2.61,2.609,2.608,2.607,2.606,3175200.0,3655300.0,2666600.0,1700700.0,967100.0,2.331,2.612,2.61,2.6,-5004000.0,-7522400.0,-7701400.0,-3548800.0,-3062200.0,2.611,2.612,2.613,2.614,2.615,1828800.0,3867100.0,5034800.0,1848100.0,2095100.0,2.601,2.59,0.02,-0.0010000000000003,197783813.0,75847147.0,2.849,1828800.0,3867100.0,5034800.0,1848100.0,2095100.0,0.0007999999999999,4128165.0,36146093.0,-0.0009999999999998,-3175200.0,-3655300.0,-2666600.0,-1700700.0,-967100.0,0.0019999999999997,0.0009999999999998,2.61,2.0,3.0,6.818366,1.01559545996744e+17,8.0,12.0,2.612,0.0009999999999998,6891675.0,-0.0001428990557778,2.61,2.6105,935.0,2.611,0.0003830683777055,0.0011492051331163,-3190929.2278766693,510050.0,14673900.0,12164900.0,2509000.0,26838800.0,0.2441273257224732,0.2362184454923983,13840200.0,2509000.0,2.611674181008945,2.610634532374101,2.612898704502552,2.6085237034418696
20230901.0,2.023090109355708e+16,2.609,2.608,2.607,2.606,2.605,148200.0,2698300.0,5234900.0,3060700.0,1057400.0,2.331,2.612,2.609,2.6,-1568300.0,-6870600.0,-9781800.0,-5447700.0,-2929800.0,2.61,2.611,2.612,2.613,2.614,1420100.0,4172300.0,4546900.0,2387000.0,1872400.0,2.601,2.59,0.0190000000000001,-0.0009999999999998,229554119.0,88018447.0,2.849,1420100.0,4172300.0,4546900.0,2387000.0,1872400.0,0.0007500000000004,3223320.0,31770306.0,-0.0010000000000003,-148200.0,-2698300.0,-5234900.0,-3060700.0,-1057400.0,0.0020000000000002,0.0009999999999998,2.609,2.0,3.0,6.810795850000001,1.372634893359466e+17,11.0,9.0,2.611,0.0012499999999997,6309500.0,-0.0005900824290908,2.608,2.6095,936.0,2.61,0.0003832151753209,0.0011496455259628,-3413316.1477712467,510050.0,14398700.0,12199500.0,2199200.0,26598200.0,0.1607564053955665,0.190290927640503,12171300.0,2199200.0,2.6102639816617783,2.609094497226296,2.611938834755916,2.6068212385753515
20230901.0,2.023090109365705e+16,2.607,2.606,2.605,2.604,2.603,2210100.0,3207800.0,3971300.0,1142500.0,1087400.0,2.331,2.612,2.608,2.6,-2283117.0,-5134100.0,-9757000.0,-5423000.0,-4239300.0,2.608,2.609,2.61,2.611,2.612,73017.0,1926300.0,5785700.0,4280500.0,3151900.0,2.601,2.59,0.0180000000000002,-0.0009999999999998,247785004.0,95006847.0,2.849,73017.0,1926300.0,5785700.0,4280500.0,3151900.0,0.0006499999999998,2542550.0,18230885.0,-0.0009999999999998,-2210100.0,-3207800.0,-3971300.0,-1142500.0,-1087400.0,0.0020000000000002,0.0010000000000003,2.608,4.0,5.0,6.805055350000001,1.68453027886249e+17,10.0,10.0,2.61,0.0009999999999998,4768000.0,-0.000431843980625,2.608,2.6075,937.0,2.608,0.0003835091083412,0.001150527325024,-162521.98657115875,510050.0,15217417.0,11619100.0,3598317.0,26836517.0,0.1505897313599557,0.1804054328408749,6988400.0,3598317.0,2.608735189743003,2.607968018721774,2.6105593568212,2.605371001196306
20230901.0,2.023090109375705e+16,2.608,2.607,2.606,2.605,2.604,2724300.0,3454800.0,4614800.0,1932300.0,848100.0,2.331,2.612,2.608,2.6,4836400.0,9383200.0,9947400.0,5068600.0,3064000.0,2.609,2.61,2.611,2.612,2.613,2112100.0,5928400.0,5332600.0,3136300.0,2215900.0,2.601,2.59,0.0180000000000002,0.0,259948829.0,99670764.0,2.849,-2112100.0,-5928400.0,-5332600.0,-3136300.0,-2215900.0,4.999999999943938e-05,1520375.0,12163825.0,-0.0009999999999998,2724300.0,3454800.0,4614800.0,1932300.0,848100.0,0.0019999999999997,0.0009999999999998,2.608,3.0,3.0,6.801924950000002,1.90606341929256e+17,2.0,18.0,2.609,0.0,2989275.0,0.0002282252795938,2.607,2.6085000000000003,938.0,2.608,0.0003833620854897,0.0011500862564691,29638.19925738685,510050.0,18725300.0,13574300.0,5151000.0,32299600.0,0.1329401470823388,0.1646419998756859,4663917.0,5151000.0,2.608070641051288,2.608563290877512,2.610861978179255,2.606388594623664
20230901.0,2.023090109385704e+16,2.609,2.608,2.607,2.606,2.605,145700.0,5488600.0,2637900.0,4731300.0,1057700.0,2.331,2.612,2.61,2.6,3151100.0,10158700.0,8109900.0,7137200.0,3505100.0,2.61,2.611,2.612,2.613,2.614,3005400.0,4670100.0,5472000.0,2405900.0,2447400.0,2.601,2.59,0.02,0.0019999999999997,275844456.0,105763264.0,2.849,-3005400.0,-4670100.0,-5472000.0,-2405900.0,-2447400.0,0.0001500000000005,1140670.0,15895627.0,-0.0010000000000003,145700.0,5488600.0,2637900.0,4731300.0,1057700.0,0.0020000000000002,0.0009999999999998,2.61,2.0,1.0,6.80609855,2.102127310659571e+17,16.0,4.0,2.61,0.0,2120425.0,0.000185121919501,2.608,2.6095,939.0,2.609,0.0003832151753209,0.0011496455259628,4109482.521107563,510050.0,18000800.0,14061200.0,3939600.0,32062000.0,0.120544007505613,0.1424090592791968,6092500.0,3939600.0,2.60904833812064,2.6090462378217127,2.6118122194569136,2.6069241387648283
20230901.0,2.023090109395704e+16,2.606,2.605,2.604,2.603,2.602,1659300.0,3945500.0,3535300.0,758200.0,1198900.0,2.331,2.612,2.606,2.6,-1711300.0,-7076200.0,-7101200.0,-5417200.0,-3107500.0,2.607,2.608,2.609,2.61,2.611,52000.0,3130700.0,3565900.0,4659000.0,1908600.0,2.601,2.59,0.016,-0.004,286996957.0,110039264.0,2.849,52000.0,3130700.0,3565900.0,4659000.0,1908600.0,0.0005999999999999,1062200.0,11152501.0,-0.0009999999999998,-1659300.0,-3945500.0,-3535300.0,-758200.0,-1198900.0,0.0019999999999997,0.0009999999999998,2.606,5.0,7.0,6.804795299999999,2.314556644582555e+17,12.0,8.0,2.61,0.0012499999999997,2144375.0,-0.0007962491858105,2.606,2.6065,940.0,2.609,0.0003836562440054,0.0011509687320161,-12608194.049115334,510050.0,13316200.0,11097200.0,2219000.0,24413400.0,0.1088600784250598,0.1316330495723062,4276000.0,2219000.0,2.608162067352666,2.6069696137439378,2.609393618299515,2.6043701924809866
20230901.0,2.023090109405708e+16,2.607,2.606,2.605,2.604,2.603,1756000.0,3170800.0,4849100.0,1364300.0,1138100.0,2.331,2.612,2.607,2.6,3366700.0,6117800.0,11473900.0,3401300.0,4451600.0,2.608,2.609,2.61,2.611,2.612,1610700.0,2947000.0,6624800.0,2037000.0,3313500.0,2.601,2.59,0.0170000000000003,0.0010000000000003,300541864.0,115234964.0,2.849,-1610700.0,-2947000.0,-6624800.0,-2037000.0,-3313500.0,0.0001499999999996,974555.0,13544907.0,-0.0009999999999998,1756000.0,3170800.0,4849100.0,1364300.0,1138100.0,0.0020000000000002,0.0010000000000003,2.607,5.0,5.0,6.79723135,2.5549555308534304e+17,4.0,16.0,2.608,0.0,1939700.0,0.0002117043569503,2.606,2.6075,941.0,2.607,0.0003835091083412,0.001150527325024,1747.6528730848804,510050.0,16533000.0,12278300.0,4254700.0,28811300.0,0.0987730803358535,0.1149001668971062,5195700.0,4254700.0,2.606945551128818,2.6075215789942674,2.610150946591665,2.605247778601272
20230901.0,2.0230901094157064e+16,2.605,2.604,2.603,2.602,2.601,2796500.0,4443300.0,2748500.0,1692700.0,1200500.0,2.331,2.612,2.606,2.6,-2810900.0,-6527000.0,-6142300.0,-6319900.0,-4698500.0,2.606,2.607,2.608,2.609,2.61,14400.0,2083700.0,3393800.0,4627200.0,3498000.0,2.601,2.59,0.016,-0.0010000000000003,308892021.0,118439164.0,2.849,14400.0,2083700.0,3393800.0,4627200.0,3498000.0,8.881784197001252e-16,965550.0,8350157.0,-0.0010000000000003,-2796500.0,-4443300.0,-2748500.0,-1692700.0,-1200500.0,0.0020000000000002,0.0009999999999998,2.606,2.0,3.0,6.791236199999998,2.7246033648355546e+17,2.0,18.0,2.607,0.0,1823125.0,-0.0005856707138596,2.605,2.6055,942.0,2.607,0.0003838034926117,0.0011514104778353,-4424133.629215994,510050.0,13617100.0,12881500.0,735600.0,26498600.0,0.0962711986891524,0.1083006262437334,3204200.0,735600.0,2.6060036826665,2.605994877085631,2.608698437993405,2.6034613282614605
20230901.0,2.023090109425703e+16,2.607,2.606,2.605,2.604,2.603,1883800.0,2514600.0,5071000.0,1167000.0,956500.0,2.331,2.612,2.607,2.6,4445200.0,5642900.0,9830700.0,4435400.0,4272000.0,2.608,2.609,2.61,2.611,2.612,2561400.0,3128300.0,4759700.0,3268400.0,3315500.0,2.601,2.59,0.0170000000000003,0.0010000000000003,320786885.0,123002264.0,2.849,-2561400.0,-3128300.0,-4759700.0,-3268400.0,-3315500.0,0.0004500000000002,961800.0,11894864.0,-0.0009999999999998,1883800.0,2514600.0,5071000.0,1167000.0,956500.0,0.0020000000000002,0.0010000000000003,2.607,4.0,3.0,6.794103150000001,2.9508936579104115e+17,11.0,9.0,2.607,0.0010000000000003,1890375.0,0.0005481646498095,2.606,2.6075,943.0,2.606,0.0003835091083412,0.001150527325024,4649062.935112496,510050.0,17033300.0,11592900.0,5440400.0,28626200.0,0.1046668371476539,0.1125694715388294,4563100.0,5440400.0,2.6067506738839823,2.6074237829568974,2.610096769269607,2.605276220790312
20230901.0,2.0230901094357028e+16,2.607,2.606,2.605,2.604,2.603,132900.0,3229700.0,3497600.0,3702200.0,1167800.0,2.331,2.612,2.607,2.6,-617200.0,586300.0,-3322900.0,3983300.0,622900.0,2.608,2.609,2.61,2.611,2.612,1427700.0,3257100.0,6509200.0,1820300.0,2903900.0,2.601,2.59,0.0170000000000003,0.0,338219691.0,129688164.0,2.849,-1133700.0,128800.0,1749500.0,-1448100.0,-411600.0,0.0004000000000004,2096450.0,17432806.0,-0.0009999999999998,-1750900.0,715100.0,-1573400.0,2535200.0,211300.0,0.0020000000000002,0.0010000000000003,2.607,5.0,6.0,6.798535000000001,3.151816442382298e+17,8.0,12.0,2.608,0.0009999999999998,3710425.0,-0.0001298773890652,2.607,2.6075,944.0,2.608,0.0003835091083412,0.001150527325024,-4892277.3313231,510050.0,15918200.0,11730200.0,4188000.0,27648400.0,0.1067631434375292,0.11613006545114,6685900.0,4188000.0,2.607398555168339,2.607085159554018,2.610095211770175,2.6047832688274712
